Feature,3300044942_P34SSC2_190917_f,3300044943_P34SSC2_190917_i,3300044944_P34SSC2_190917_c,3300044945_P34SSC2_191111_f,3300045458_P15SSC1_190915_i,3300045459_P15SSC1_191107_f,3300045460_P15SSC1_191107_i,3300045461_P24SSC2_190915_c,3300045462_P24SSC2_190915_f,3300045463_P24SSC2_190915_i,3300045464_P24SSC2_191109_c,3300045465_P24SSC2_191109_i,3300045466_P26SSC2_190918_c,3300045467_P26SSC2_190918_f,3300045468_P26SSC2_190918_i,3300045469_P26SSC2_191112_c,3300045470_P26SSC2_191112_f,3300045471_P35SSC1_191108_f,3300045472_P35SSC1_191108_i,3300045473_P26SSC2_191112_i,3300046191_P34SSC2_191111_c,3300048051_P15SSCI_191107_c,3300048052_P35SSC1_190914_c,3300048053_P35SSC1_190914_i,3300048054_P35SSC1_191108_c,3300048092_P11SSC1_190916_c,3300048093_P11SSC1_190916_f,3300048094_P11SSC1_190916_i,3300048095_P11SSC1_191119_f,3300048096_P11SSC1_191119_i,3300048099_P15SSC1_190912_c,3300048100_P15SSC1_190913_f
KO:K00201,306,117,45,22,76,0,0,75,138,111,0,15,93,196,0,6,177,103,75,127,0,0,0,0,0,4,78,51,62,37,33,49
KO:K00202,38,5,0,0,0,0,0,0,9,8,0,0,12,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00203,152,34,19,0,0,0,0,23,72,31,0,0,40,100,0,0,94,26,63,0,9,0,0,4,0,24,39,17,10,16,6,14
KO:K00207,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0,0,0,0
KO:K00208,774,408,66,26,358,360,46,330448,478,288,284,85,80,123,21,21,96,286,400,163,14,153,7,28,11,195,384,445,201,222,169,682
KO:K00209,45,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
KO:K00210,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0,0,0,0,0,0,0
KO:K00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
KO:K00215,407,177,87,81,2204,21,26,63,289,120,20,5,154,196,0,31,66,107,256,20,66,63,5,49,0,169,258,222,236,111,67,167
KO:K00216,0,0,0,0,0,0,0,0,11,0,0,0,26,0,0,0,0,8,0,0,0,0,0,0,0,14,0,9,0,0,0,0
KO:K00217,0,15,0,0,0,0,0,7,9,0,0,0,0,7,0,6,0,0,0,11,0,0,0,0,0,8,0,6,14,0,0,0
KO:K00219,76,79,6,0,135,0,6,129,51,179,8,0,100,42,0,11,0,7,104,23,0,0,0,22,0,28,6,21,15,6,122,66
KO:K00220,4,0,0,0,24,0,8,0,6,7,11,11,0,0,0,0,4,0,11,31,29,0,0,0,0,16,11,2,16,18,11,0
KO:K00221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
KO:K00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
KO:K00226,1602,0,14,0,57,0,0,0,835,7,0,0,14,165,0,0,0,103,12,32,6,0,2,4,8,66,2035,866,10,11,0,21
KO:K00227,12,0,0,0,26,0,0,0,0,14,0,0,12,11,13,6,0,0,0,13,4,0,0,0,0,7,4,0,0,4,0,0
KO:K00228,122,120,21,0,35,0,4,0,68,13,4,0,0,7,0,0,0,32,109,13,4,0,0,0,0,43,37,58,13,0,34,63
KO:K00230,1194,192,0,15,84,0,0,11,869,380,19,0,0,105,0,0,0,109,16,16,17,0,0,0,0,557,2072,2904,0,25,3,0
KO:K00231,96,0,2,0,42,0,4,5,14,0,0,6,8,35,0,8,6,5,15,12,28,132,0,0,0,33,644,53,22,22,12,15
KO:K00232,4,0,0,0,29,12,9,0,0,4,75,35,0,0,0,0,0,0,7,95,0,0,0,0,0,7,7,4,0,10,9,0
KO:K00234,0,0,0,0,0,0,49,0,0,0,22,32,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,43,0,0
KO:K00235,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
KO:K00236,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
KO:K00237,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
KO:K00239,4509,1051,146,289,1007,1256,295,209,1943,742,1792,513,148,891,35,177,589,860,955,991,118,100,6,82,9,647,1567,1338,767,562,469,933
KO:K00240,2272,718,216,174,942,752,196,180,1628,522,1531,298,239,589,29,271,604,564,651,579,54,117,16,115,22,411,761,671,470,354,241,646
KO:K00241,3089,542,65,112,352,421,72,26,772,398,842,290,63,321,33,69,237,345,1038,619,23,73,5,117,5,198,482,586,273,289,127,588
KO:K00242,678,247,0,56,86,191,10,3,526,111,328,95,0,156,0,65,8,166,617,565,0,0,0,71,0,80,151,223,121,129,32,371
KO:K00243,14,3,0,0,0,0,0,5,8,10,8,0,0,0,0,0,0,0,43,25,0,0,0,7,0,0,0,0,0,4,0,0
KO:K00244,687,125,133,3,110,8,0,131,174,78,16,13,205,141,0,39,28,34,79,88,16,0,15,0,6,123,527,346,60,13,75,159
KO:K00245,563,40,61,0,86,0,0,68,81,21,0,0,63,49,0,11,17,12,22,19,3,0,6,0,0,53,165,158,15,0,40,56
KO:K00246,163335,23,23,0,45,0,0,6,45,16,0,0,62,25,0,0,3,0,9,0,0,0,0,0,0,11,65,107,7,0,7,35
KO:K00247,163323,7,28,0,9,0,0,0,8,9,0,0,120,38,0,14,10,0,19,15,0,0,5,0,0,19,42,25,0,7,15,11
KO:K00248,320,102,44,23,100,118,81,20,123,104,212,43,54,106,8,10,140,215,91,64,74,2,0,18,0,78,206,212,117,101,106,132
KO:K00249,1603,748,175,238,799,97,160,164,9551,517,299,122,187,442,453,147,234,351,922,581,286,4,17,49,5,544,6398,567,305,223,326,912
KO:K00252,502,206,83,45,289,19,8,48,281,237,112,0,70,187,7,73,101,145,242,104,58,0,3,11,14,201,273,276,80,61,164,378
KO:K00253,315,170,28,13,190,11,0,14,243,181,0,9,28,52,0,41,69,94,855,154,25,0,0,94,0,244,184,137,79,28,93,131
KO:K00254,80,988,10,8,58,0,0,0,1580,132,7,4,0,7,0,0,0,115,2315,1598,0,0,0,421,0,41,24,390,26,130,98,60
KO:K00255,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,18,0,0,0,7,0,0,13,3,0,4,0,0
KO:K00256,15866,17,11,11,8,0,0,14,3815,15,0,0,0,23,0,7,23,61,97,19,0,0,11,0,9,41,54,17,22,23,20,15
KO:K00257,2177,1674,222,151,962,371,454,149,1251,2535,673,272,394,439,63,151,428,540,2368,850,235,33,15,315,25,617,1072,1354,2613,472,525,1708
KO:K00259,1287,207,31,222,289,1158,340,97,716,234,1185,261,66,187,190,1188,369,450,168,358,83,163,5,7,5,320,821,431,387,366,527,312
KO:K00260,0,0,0,35,0,24,30,0,10,0,88,0,8,0,0,14,0,0,0,85,0,0,0,0,0,6,0,0,0,4,13,9
KO:K00261,1274,288,78,99,336,53,27,142,691,2343,94,51,56,232,10,148,189,163,104,158,123,333,0,4,2,281,741,559,413,334,229,321
KO:K00262,408,71,24,0,33,75,0,0,479,38,158,33,50,57,0,29,21,78,75,4,19,0,0,9,0,31,378,402,44,42,26,63
KO:K00263,635,290,129,36,123,0,39,138,526,158,169,21,48,81,59,116,116,300,819,233,92,0,50,50,24,322,333,245,143,49,176,180
KO:K00264,66,0,0,0,0,0,52,0,0,0,36,68,0,0,0,0,23,5,0,0,0,0,0,0,0,0,15,0,0,122,0,0
KO:K00265,7457,1531,283,393,14177,758,376,256,3661,1407,1300,614,157,2611,15,71,2021,2587,1157,1364,110,3,13,73,13,787,7914,1392,1136,796,745,1943
KO:K00266,5839,485,83,62,10591,396,132,100,3932,603,318,154,102,2328,19,54,1603,2108,338,302,48,456,0,39,0,513,3865,1300,718,390,310,905
KO:K00270,7,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00271,9,0,0,0,0,127,25,0,0,0,18,18,0,0,0,7,15,0,0,0,11,6,0,0,0,0,0,0,28,37,4,0
KO:K00273,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00274,66,42,25,0,72,13,0,4,88,41,7,27,0,41,20,32,0,10,16,64,17,0,0,0,2,39,1164,73,1043,358,40,103
KO:K00275,122,88,42,0,72,0,2,17,74,21,0,13,26,85,0,76,93,80,156,50,12,0,0,25,0,50,63,111,72,58,35,67
KO:K00276,167,57,28,0,84,41,14,0,33,18,26,10,27,76,0,0,29,11,31,43,16,0,0,0,0,59,87,54,53,29,47,0
KO:K00278,212,101,0,102,111,139,54,13,65,45,239,53,10,42,76,203,135,153,406,249,169,86,0,0,47,28,175,146,187,149,98,108
KO:K00279,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,17,7,2,0,0,22
KO:K00280,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00281,1455,459,30,69,463,246,78,105,711,276,165,146,75,253,25,133,309,211,204,253,162,0,3,90,0,178,354,396,227,291,218,360
KO:K00282,283,40,7,6,87,54,13,15,47,65,146,4,11,53,0,6,44,40,8,26,10,52,4,0,0,80,154,177,65,25,29,81
KO:K00283,275,112,43,7,115,93,27,44,104,69,175,8,12,30,13,0,12,21,46,54,8,184,0,0,0,147,193,186,72,75,31,84
KO:K00284,10519,442,232,375,4061,13,26,196,8380,720,75,55,423,5206,57,94,4030,4176,577,836,120,197,15,48,9,703,5186,1492,1160,549,310,586
KO:K00285,502,2554,37,41,77,0,18,15,353,202,53,82,0,19,38,55,206,222,923,629,36,0,0,154,19,189,385,489,199,137,109,328
KO:K00286,193,105,82,5,79,9,20,13,114,38,59,151,132,74,22,47,52,66,98,246,35,129,0,0,0,155,198,175,104,147,41,88
KO:K00287,461,66,0,10,57,0,21,0,30,10,15,0,0,15,0,0,61,16,55,66,21,0,0,0,0,8,36,14,23,12,4,34
KO:K00288,42,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6
KO:K00289,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00290,107,45,15,35,62,151,8,15,36,22,175,4,18,0,33,18,70,15,29,106,14,0,0,0,0,46,79,91,35,42,46,124
KO:K00292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
KO:K00293,10,0,0,0,0,0,26,0,7,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,48
KO:K00294,1812,238,121,124,185,409,184,62,374,298,958,238,64,255,92,118,189,354,179,207,115,0,17,30,11,99,317,265,166,326,131,189
KO:K00296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,6,13
KO:K00297,607,80,9,44,235,43,0,21,271,134,51,90,33,137,0,31,96,98,79,90,57,87,0,4,0,132,536,247,4219,85,130,317
KO:K00299,82,10,0,0,0,29,6,0,17,8,21,9,0,18,0,4,48,59,5,29,0,0,0,0,0,42,15,20,13,28,0,13
KO:K00301,49,35,11,5,47,0,5,10,0,0,0,0,26,25,0,11,0,0,7,3,18,0,0,0,0,32,36,18,20,52,0,0
KO:K00302,31,5,0,0,38,0,0,6,12,0,8,0,0,0,0,0,5,0,91,24226,5,0,0,3,0,35,49,36,28,0,7,19
KO:K00303,73,49,11,78,33,11,53,10,68,16,17,33,26,79,52,54,27,28,125,148,137,5,0,0,0,95,74,66,496,406,54,13
KO:K00304,0,0,0,0,11,0,0,0,18,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,25,13,12,1,0,0,0
KO:K00305,13,5,0,0,5,0,0,0,0,6,8,0,0,0,0,0,0,0,71,0,0,0,0,0,0,9,9,6,0,0,0,0
KO:K00306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
KO:K00311,1349,344,37,35,260,0,27,23,325,231,137,75,68,165,22,88,179,160,466,253,65,0,0,88,11,67,225,184,68,32,56,353
KO:K00313,6,9,0,0,0,41,0,0,10,0,118,5,0,0,0,73,13,16,0,8,0,0,0,0,3,0,0,55,0,0,0,0
KO:K00314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
KO:K00315,10,4,0,0,12,0,0,5,28,9,0,0,0,32,0,0,6,0,11,0,5,0,0,0,0,117,35,4,0,0,0,4
KO:K00316,13,0,4,0,7,0,0,0,43,5,0,0,17,4,0,6,0,0,13,0,0,0,0,0,0,6,10,9,0,7,0,5
KO:K00317,0,5,0,0,0,7,0,0,0,0,0,0,0,4,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KO:K00318,70,34,7,21,67,155,74,0,61,10,425,114,9,51,12,37,31,11,17,73,38,0,7,0,2,11,22,64,60,141,27,33
KO:K00320,64,10,17,9,24,0,0,7,42,11,0,82,657,44,0,31,18,0,10,65,35,0,0,122,0,38,4400,39,27,38,31,12
KO:K00322,86,43,38,0,42,0,37,29,123,15,12,7,9,17,0,0,0,32,155,119,23,0,0,18,0,20,32,90,23,31,15,31
KO:K00323,6,0,4,0,0,0,0,0,4,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0
KO:K00324,1036,329,19,34,362,38,25,17,269,104,104,32,11,138,0,16,65,107,243,161,26,0,0,16,0,119,598,516,127,101,116,299
KO:K00325,888,247,23,5,340,7,674,31,220,197,54,47,10,138,0,19,73,121,177,150,9,118,0,6,0,75,331,356,116,42,155,340
KO:K00326,16,0,0,0,0,0,6,0,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
KO:K00327,25,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
KO:K00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
KO:K00330,2557,1084,229,332,724,221,115,163,1367,714,363,143,196,681,65,256,577,723,516,363,253,69,17,81,33,403,23337,951,647,704,354,1018
KO:K00331,3494,1273,461,855,974,452,632,341,1814,1106,775,452,229,1063,262,736,1100,1323,790,1261,619,76,20,80,50,549,23598,1108,1223,1242,556,1072
KO:K00332,1781,748,137,107,499,345,77,108,954,427,377,114,162,324,12,261,288,503,280,263,79,69,3,57,11,380,806,574,354,340,229,639
KO:K00333,2595,963,257,169,1109,287,138,308,1605,817,457,272,347,860,20,172,621,680,488,476,125,133,14,41,4,604,1275,993,625,486,487,1087
KO:K00334,863,352,42,51,205,171,29,22,234,190,241,12,36,139,11,5,80,189,169,104,33,0,0,6,0,166,324,270,195,153,161,397
KO:K00335,1717,645,157,62,601,247,80,72,2409,392,337,109,41,394,18,38,52998,352,425,164,56,0,6,29,6,340,966,611,352,191,319,801
KO:K00336,1691,639,150,129,561,376,41,82,1138,564,344,51,141,477,37,144,270,383,501,247,180,0,4,46,4,391,590,579,431,317,186,840
KO:K00337,2124,492,145,136,624,220,184,151,913,384,264,52,217,539,91,244,154,421,405,267,201,97,3,14,11,328,670,660,402,264,189,560
KO:K00338,1549,589,184,186,503,190,74,203,852,373,215,65,356,532,0,382,565,512,382,338,210,74,3,17,0,260,764,445,347,286,125,553
KO:K00339,653,262,72,3,284,109,27,40,286,73,94,8,60,138,0,16,73,199,99,53,9,35,0,15,0,140,443,316,115,75,63,191
KO:K00340,593,207,47,27,211,135,46,17,252,115,159,19,92,152,0,76,86,162,124,71,8,0,0,8,0,135,310,252,111,43,97,227
KO:K00341,1468,434,136,91,608,348,66,103,984,362,414,80,52,366,89,206,145,324,275,249,104,55,0,10,5,1713,763,586,267,176,196,633
KO:K00342,1415,498,122,42,623,185,38,131,912,265,195,15,79,515,0,144,138,320,310,147,81,71,3,30,4,301,661,755,242,96,183,468
KO:K00343,922,368,67,12,259,263,6,48,499,127,115,12,22,220,0,114,47,165,224,2784,27,65,9,22,0,217,425,371,183,50,103,290
KO:K00344,1394,605,225,33,558,37,54,172,623,412,381,209,182,487,36,350,304,241,276,289,109,0,4,17,0,532,1029,719,290,328,414,804
KO:K00346,111,26,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,12,33,0,0,0,9
KO:K00347,98,42,0,0,10,0,0,0,47,13,9,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,8,37,0,0,0,28
KO:K00348,68,24,0,0,13,0,0,0,4,0,9,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,12,27,0,0,0,19
KO:K00349,39,27,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,33,3,0,0,17
KO:K00350,54,19,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,21,0,0,0,17
KO:K00351,107,46,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,50,0,0,0,56
KO:K00354,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,86,0,3,0,19
KO:K00355,52,6,0,0,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,0,0,0,0
KO:K00356,133,77,16,25,71,0,4,7,32,0,74,9,5,144,0,31,219,49,74,121,22,0,0,0,0,94,656,488,207,218,65,125
KO:K00357,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0
KO:K00362,13253,489,0,91,1509,0,19,11,4517,1837,46,166,8,1826,28,0,490,781,547,1065,30,0,0,67,0,21,3588,1329,311,371,21,833
KO:K00363,591,165,0,37,257,0,0,0,1704,361,0,89,0,144,14,41,10,85,114,162,0,0,0,7,2,22,310,251,46,113,12,180
KO:K00364,46,75,0,12,79,20,0,0,15,68,0,0,0,11,0,14,0,8,9,0,0,0,0,0,2,30,23,22,18,8,19,139
KO:K00365,4,0,6,0,8,40,65,0,0,0,12,98,0,18,0,0,0,3,0,68,8,0,0,0,0,4,0,0,0,83,0,0
KO:K00366,380,168,3,0,93,4,0,15,168,321,22,0,8,211,21,0,135,109,6,15,0,0,0,5,0,3,32,228,20,3,0,181
KO:K00367,359,40,0,0,5,0,0,0,66,25,0,0,0,54,0,0,15,53,7,8,0,0,0,0,0,0,68,44,18,0,0,20
KO:K00368,8974,456,614,375,892,294,104,710,5004,453,500,343,972,994,144,2762,1037,1655,311,470,181,8,109,44,237,847,3156,1535,249,157,1949,342
KO:K00370,6020,1019,943,111,859,56,1758,1274,3171,1004,376,162,1976,1005,177,1015,1117,415,798,772,141,0,204,81,198,952,3324,2565,124,163,975,1243
KO:K00371,2669,678,578,139,614,0,76,1524,10358,983,326,311,2039,1458,226,946,1394,808,771,792,161,0,159,58,170,712,1264,1123,121,115,855,895
KO:K00372,1757,227,15,67,596,76,0,6,1267,748,128,16,8,782,22,0,182,409,222,341,43,0,0,0,4,11,833,662,194,130,9,255
KO:K00373,61,0,0,0,0,0,0,0,201,0,5,0,0,6,0,0,0,0,9,0,0,0,0,0,0,8,14,25,0,0,0,7
KO:K00374,272,13,0,0,19,0,0,0,185,6,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,48,50,14,15,0,14
KO:K00375,83,11,7,3,20,10,14,0,54,45,119,4,0,23,0,0,36,18,18,0,25,0,0,2,0,40,20,13,5,9,0,0
KO:K00376,11330,269,69,10,594,15,0,64,22898,260,76,0,58,524,0,0,31,570,63,9,21,0,3,4,0,315,5032,2044,7,0,29,8758
KO:K00380,622,112,14,21,286,162,25,8,309,91,208,71,0,153,0,0,62,320,67,190,0,0,0,4,0,271,335,121,147,103,84,119
KO:K00381,4545,1587,386,714,1899,91,139,272,3089,876,254,97,574,2066,110,190,2203,1993,2016,1250,136,0,34,221,37,956,2162,659,1336,504,713,1699
KO:K00382,3728,637,54,343,1499,1492,610,166,2841,451,2036,649,125,831,45,382,645,912,1114,1453,220,209,17,194,19,465,1608,645,740,903,285,890
KO:K00383,266,72,0,7,0,0,0,17,45,12,21,11,17,0,0,0,25,95,145,138,9,0,2,41,0,79,170,34,78,34,41,57
KO:K00384,4617,1187,329,605,2132,1344,548,277,2927,1003,3165,949,253,1863,171,920,1810,2995,950,1046,552,649,21,147,7,1203,2033,1247,1825,2747,941,1669
KO:K00387,0,0,14,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
KO:K00389,41,13,10,6,44,0,27,9,93,64,16,74,9,76,21,44,33,0,7,608,6,0,0,5,0,45,78,39,24,47,41,41
KO:K00390,2954,192,70,272,1035,209,87,78,1316,2260,353,120,21,897,122,127,1069,1152,372,555,29,3,3,6,0,367,1193,350,720,384,219,565
KO:K00392,2331,327,148,264,450,211,223,76,885,301,267,239,151,883,89,498,973,1074,315,833,111,0,7,1,20,150,1033,254,523,363,140,185
KO:K00394,170,160,42,0,87,0,0,48,54,25,0,0,0,29,0,0,0,0,17,21,25,69,0,0,0,150,172,36632,0,0,137,116
KO:K00395,112,38,8,2,44,0,0,26,0,0,0,0,44,10,0,4,0,0,0,22,0,37,0,0,0,125,109,323,0,0,57,13
KO:K00404,1249,382,23,6,244,0,0,8,1128,157,38,50,4,120,0,0,24,198,539,82,25,0,4,79,0,135,680,723,177,70,112,482
KO:K00405,1101,190,7,0,101,0,0,18,563,68,24,5,0,83,0,0,2,78,321,67,0,0,0,20,0,35,439,349,67,26,46,332
KO:K00406,1195,264,6,0,95,0,0,29,927,143,22,39,0,85,0,0,8,145,400,168,0,0,0,21,0,121,696,471,109,42,38,403
KO:K00407,452,111,0,0,28,0,0,0,248,33,22,0,0,21,0,0,0,47,229,40,0,0,0,5,0,30,108,153,54,14,37,265
KO:K00410,30,6,9,0,38,0,0,0,13,33,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,7,0,0,4,0
KO:K00411,1204,463,39,25,511,5,9,103,664,419,100,17,112,269,0,151,129,369,247,88,25,0,3,16,17,276,525,536,228,86,1554,912
KO:K00412,5296,787,232,242,948,64,126,276,1398,801,592,629,155,501,273,354,471,598,430,355,48,5,16,29,7,534,833,1025,361,336,341,1214
KO:K00413,1043,432,40,16,204,0,18,69,563,363,179,0,39,130,0,22,102,235,251,83,9,0,0,36,0,146,329,328,131,47,153,600
KO:K00415,0,0,0,0,0,0,32,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
KO:K00416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
KO:K00417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
KO:K00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
KO:K00419,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
KO:K00422,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00423,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00425,142,40,7,8,120,87,60,5,357,14,153,54,14,46,0,14,0,60,104,26,16,36,0,26,0,11,119,230,85,107,107,57
KO:K00426,130,30,0,0,47,18,0,0,214,39,32,27,0,27,0,5,9,63,78,32,10,16,0,2,0,190,223,171,90,21,38,32
KO:K00427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
KO:K00428,1148,476,452,211,312,43,46,5865,629,751,119,36,883,607,155,334,524,705,652,210,139,39,60,5,79,493,744,717,148,99,418,400
KO:K00430,0,0,9,0,0,0,0,0,0,0,24,58,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00432,1384,328,121,541,228,226,107,166,536,409,317,62,104,247,8,143,200,401,256,110,187,0,20,12,5,245,554,351,708,284,183,326
KO:K00433,424,108,102,54,150,0,0,647,379,140,61,16,148,426,63,169,539,511,213,234,56,219,15,6,8,153,265,125,153,121,67,71
KO:K00434,0,0,0,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00435,10,0,0,0,0,0,0,0,98,0,0,0,0,9,0,23,0,48,0,30,0,0,0,0,0,0,9,8,15,0,15,9
KO:K00436,21,8,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115,50,0,0,0,0
KO:K00437,36,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,123,287,0,0,0,0
KO:K00441,0,10,0,3,31,0,0,0,10,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0,0,14,0,41,0,29,0,0
KO:K00446,282,285,75,10,167,89,50,35,40,68,42,26,25,103,0,7,41,57,294,66,32,3,9,36,0,234,368,233,156,267,153,125
KO:K00448,31,33,0,0,15,0,0,0,9,4,0,0,0,19,0,0,0,8,15,0,0,0,0,4,0,9,4,6,0,0,37,22
KO:K00449,935,126,105,7,208,0,25,105,241,186,13381,0,138,407,0,25,370,343,109,70,27,0,6,10,6,68,514,174,96,50,37,4966
KO:K00450,993,118,125,27,160,0,0,63,205,34,52,8,163,92,25,82,19,50,23,176,70,0,0,0,0,206,1868,153,108,63,80,88
KO:K00451,614,192,78,74,199,51,39,65,313,115,187,39,78,74,0,107,88,116,271,114,70,0,6,27,2,142,240,224,123,85,90,179
KO:K00452,55,30,0,0,29,0,0,22,25,21,8,12,0,27,0,10,10,80,15,0,14,0,0,0,0,54,10,19,16,8,11,62
KO:K00453,217,67,11,23,122,9,0,0,47,123,32,0,0,65,0,0,13,44,71,40,27,0,0,4,0,28,50,21,33,22,40,39
KO:K00455,0,7,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,41,0,0,0,6
KO:K00456,23,12,8,0,0,0,0,0,31,9,0,0,0,9,0,0,22,14,28,6,0,0,0,0,0,0,25,14,6,14,0,6
KO:K00457,819,292,52,95,387,177,28,70,399,230,285,64,67,100,0,138,104,139,538,125,49,0,0,42,0,387,161,243,212,74,228,345
KO:K00459,157,117,7,18,245,41,46,31,148,50,117,8,0,51,0,36,31,67,173,29,16,7,0,3,0,89,123,139,62,42,81,200
KO:K00462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
